claim_id,claimant_name,claim_amount,claim_date,claim_status,policy_number,incident_date,claim_description,claim_type,adjuster_name,settlement_amount,settlement_date,coverage_type,deductible_amount,payment_method,Vehicle_ID,customer_id,LocationID
 CLM-2425  ,Harri Crosham,Rupiah,3/10/2020,pending,90005,11/27/2020,"In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.

Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.

Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",auto,Daphne Oldrey,Dram,2/20/2021,comprehensive,Euro,direct deposit, VEH-1050  , CUS-3978  , LOC-2536  
 CLM-2832  ,Ingaborg Paulton,Ariary,12/21/2020,denied,84754,8/17/2021,"Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.

In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.",health,Bartolemo Smetoun,Pound,7/27/2020,collision,Real,check, VEH-6440  , CUS-8875  , LOC-1791  
 CLM-6828  ,Susan McIlheran,Zloty,6/11/2021,approved,67215,7/19/2021,"Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.

Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",health,Tracie Leverage,Rupiah,9/16/2021,liability,Dollar,check, VEH-7574  , CUS-2530  , LOC-9812  
 CLM-7694  ,Ailina Jellico,Krona,6/18/2021,approved,43195,7/20/2020,"Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.

Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",health,Lucias Culcheth,Franc,11/14/2021,comprehensive,Lek,check, VEH-8013  , CUS-1216  , LOC-3468  
 CLM-3888  ,Vaclav Durbyn,Pound,8/28/2021,pending,31767,8/7/2020,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,health,Keelby Prester,Peso,12/12/2020,liability,Forint,credit card, VEH-7791  , CUS-6896  , LOC-1082  
 CLM-5074  ,Etty Bouldon,Kuna,6/23/2021,denied,95444,1/19/2021,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",health,Bob Murdy,Euro,4/9/2021,comprehensive,Lek,check, VEH-6424  , CUS-9623  , LOC-1309  
 CLM-6020  ,Angy Cripwell,Rupiah,5/23/2021,denied,68100,1/30/2020,"Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.

Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",home,Faun Bohlsen,Shekel,1/20/2020,liability,Ruble,direct deposit, VEH-8303  , CUS-2036  , LOC-1255  
 CLM-4856  ,Darcy Bordes,Birr,3/29/2020,approved,88475,4/18/2021,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.

Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.",home,Michell McClarence,Rupiah,1/1/2020,collision,Peso,check, VEH-7505  , CUS-9092  , LOC-9835  
 CLM-3101  ,Megan Londors,Peso,9/17/2020,pending,86265,8/7/2019,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.

Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",auto,Bertie Chesterfield,Shekel,7/23/2021,comprehensive,Peso,direct deposit, VEH-2918  , CUS-7743  , LOC-7141  
 CLM-4359  ,Reba Fellon,Lev,11/26/2021,denied,20600,9/27/2019,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.,auto,Garnet Van de Velde,Ruble,9/1/2020,collision,Euro,check, VEH-3725  , CUS-9106  , LOC-1771  
 CLM-7337  ,Cheston Di Maggio,Tugrik,10/30/2020,denied,54324,5/5/2021,"Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.

Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",auto,Jeno Henrion,Dollar,12/21/2020,comprehensive,Rial,check, VEH-0579  , CUS-2080  , LOC-3845  
 CLM-0885  ,Lindy Fernant,Yen,3/14/2020,denied,30307,7/18/2021,"Sed ante. Vivamus tortor. Duis mattis egestas metus.

Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",auto,Lief Horstead,Peso,9/10/2020,comprehensive,Kyat,credit card, VEH-6321  , CUS-6068  , LOC-9944  
 CLM-8918  ,Truman Snary,Euro,2/19/2021,denied,77723,6/17/2021,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",auto,Sholom Clingoe,Euro,11/27/2020,collision,Yuan Renminbi,direct deposit, VEH-3381  , CUS-0687  , LOC-7863  
 CLM-8194  ,Christophorus Kainz,Dong,3/19/2021,approved,90700,6/6/2020,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,auto,Trix Sola,Kuna,4/8/2021,comprehensive,Dollar,direct deposit, VEH-2610  , CUS-3665  , LOC-6277  
 CLM-7066  ,Julianne Paine,Ruble,9/23/2021,pending,46003,3/8/2020,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,health,Marje O'Cannon,Rupiah,1/2/2021,liability,Peso,credit card, VEH-1014  , CUS-0720  , LOC-1963  
 CLM-9848  ,Wenda Blunsden,Ruble,1/25/2020,approved,43299,3/13/2019,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",auto,Deana Kinver,Euro,5/15/2020,comprehensive,Dong,check, VEH-4901  , CUS-5436  , LOC-9598  
 CLM-6288  ,Chris Waterworth,Zloty,9/11/2021,denied,15571,11/5/2021,"Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.

Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.

Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",health,Cybill Turneaux,Dollar,10/10/2021,comprehensive,Sol,direct deposit, VEH-1582  , CUS-2945  , LOC-3162  
 CLM-1598  ,Justinian Hotson,Rupee,6/27/2020,denied,33713,5/8/2020,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.,home,Iorgo Serman,Naira,7/24/2020,collision,Yuan Renminbi,check, VEH-6611  , CUS-3609  , LOC-8727  
 CLM-0805  ,Vincenz Hancell,Euro,5/20/2020,pending,63978,7/3/2020,"In congue. Etiam justo. Etiam pretium iaculis justo.

In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.",health,Keefer Keling,Hryvnia,7/10/2020,collision,Yuan Renminbi,check, VEH-2023  , CUS-3141  , LOC-5425  
 CLM-2916  ,Cecil Shallcroff,Rupiah,1/27/2020,pending,45945,6/26/2019,"Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",health,Emilee Horrigan,Peso,6/5/2020,comprehensive,Peso,credit card, VEH-5682  , CUS-0112  , LOC-8373  
 CLM-5920  ,Torre MacAdam,Krona,2/16/2021,pending,50826,3/22/2021,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,health,Irina Dark,Euro,7/26/2020,collision,Peso,direct deposit, VEH-4527  , CUS-1253  , LOC-7945  
 CLM-4394  ,Joey Farington,Baht,2/14/2021,approved,99622,10/28/2021,"Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.

Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",home,Ferdinanda Hallahan,Dong,10/4/2021,liability,Euro,check, VEH-6584  , CUS-3318  , LOC-3093  
 CLM-2327  ,Durand Storrar,Peso,12/12/2020,denied,72395,8/22/2021,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",home,Aubree Bambrick,Euro,5/18/2020,liability,Euro,direct deposit, VEH-5764  , CUS-1525  , LOC-9067  
 CLM-1482  ,Jazmin Grady,Yuan Renminbi,8/22/2021,denied,11639,6/15/2020,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.

Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.

Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",auto,Sergent Romeuf,Peso,3/18/2021,comprehensive,Shilling,check, VEH-1695  , CUS-1833  , LOC-8676  
 CLM-2503  ,Cyrill Bloodworthe,Ruble,1/4/2021,approved,21128,6/7/2019,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.

Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.

Sed ante. Vivamus tortor. Duis mattis egestas metus.",home,Katha Arnaudi,Rupiah,4/15/2020,comprehensive,Real,check, VEH-1364  , CUS-8551  , LOC-5263  
 CLM-0194  ,Cody Ovell,Rupiah,5/1/2020,pending,41829,1/7/2019,"Phasellus in felis. Donec semper sapien a libero. Nam dui.

Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",auto,Patton Linneman,Yuan Renminbi,3/7/2021,liability,Euro,check, VEH-6009  , CUS-6705  , LOC-8196  
 CLM-1117  ,Hillary Lednor,Rupiah,7/18/2021,pending,61316,4/12/2019,"Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.

Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",health,Farley Lamkin,Peso,10/1/2020,liability,Rupiah,direct deposit, VEH-8632  , CUS-1805  , LOC-6615  
 CLM-3117  ,Roobbie De Roeck,Real,9/21/2020,approved,39383,6/22/2020,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.

Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.",home,Kit Losebie,Pound,4/30/2020,liability,Peso,direct deposit, VEH-6697  , CUS-3829  , LOC-5016  
 CLM-4282  ,Silvio Praundlin,Won,7/11/2020,pending,84513,10/1/2020,Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.,home,Julita Smaile,Yuan Renminbi,3/19/2021,collision,Yuan Renminbi,direct deposit, VEH-0658  , CUS-4640  , LOC-6082  
 CLM-8317  ,Boyd Carvilla,Euro,10/17/2021,denied,12835,2/22/2021,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",auto,Helaine Falla,Hryvnia,1/16/2020,comprehensive,Peso,direct deposit, VEH-0961  , CUS-4546  , LOC-7458  
 CLM-3373  ,Neala Father,Peso,5/6/2021,denied,89459,12/22/2019,"Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.

In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.

Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.",home,Dante Nalder,Ruble,11/12/2020,liability,Peso,credit card, VEH-5625  , CUS-5683  , LOC-3286  
 CLM-6030  ,Clemente Sorro,Ruble,11/13/2021,pending,25512,3/11/2021,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.

Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.

Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.",health,Giuditta Thickett,Zloty,8/17/2021,liability,Peso,direct deposit, VEH-2065  , CUS-1790  , LOC-0610  
 CLM-3112  ,Clarie Hubber,Dinar,7/29/2020,denied,88502,5/29/2020,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",home,Ebenezer Newbigging,Dollar,11/25/2021,liability,Yuan Renminbi,credit card, VEH-4717  , CUS-4034  , LOC-5245  
 CLM-7928  ,Marje MacKereth,Peso,6/30/2020,approved,34675,11/23/2021,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.

Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.",auto,Joleen Dunklee,Yuan Renminbi,4/4/2021,comprehensive,Rupiah,direct deposit, VEH-9235  , CUS-8210  , LOC-7521  
 CLM-5095  ,Mareah Degoey,Dollar,11/14/2020,denied,75371,11/6/2021,"Sed ante. Vivamus tortor. Duis mattis egestas metus.

Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",health,Cyb Clemo,Yuan Renminbi,3/21/2021,comprehensive,Tenge,credit card, VEH-3308  , CUS-9580  , LOC-0942  
 CLM-7417  ,Tildie Grinnov,Koruna,7/8/2021,pending,74544,3/20/2020,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.

Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",auto,Datha Cinnamond,Zloty,5/31/2020,comprehensive,Litas,credit card, VEH-1241  , CUS-7459  , LOC-3660  
 CLM-2328  ,Augustin Dabourne,Rupiah,10/1/2021,approved,47363,3/20/2019,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.

Phasellus in felis. Donec semper sapien a libero. Nam dui.

Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",home,Rowland Webber,Lev,7/13/2020,liability,Euro,direct deposit, VEH-9156  , CUS-2481  , LOC-3632  
 CLM-5774  ,Lucho Niece,Marka,9/23/2020,approved,18882,8/16/2019,"Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.

Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",home,Lannie Pirolini,Dollar,4/30/2020,collision,Taka,credit card, VEH-0361  , CUS-2017  , LOC-2217  
 CLM-7462  ,Clive Daviddi,Franc,2/17/2021,pending,91819,1/19/2020,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.,health,Alisun Leggs,Peso,8/17/2020,liability,Real,direct deposit, VEH-0029  , CUS-8775  , LOC-7507  
 CLM-9679  ,Dayle Olkowicz,Yuan Renminbi,12/22/2021,approved,54764,11/4/2019,"Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.

Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",health,Faythe Fanthome,Rupiah,1/28/2020,liability,Rupiah,credit card, VEH-7476  , CUS-6939  , LOC-9926  
 CLM-4548  ,Woodman Yerby,Dollar,1/1/2021,approved,31519,6/18/2020,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.,health,Vera Philson,Yuan Renminbi,11/7/2020,collision,Euro,check, VEH-5322  , CUS-6815  , LOC-9615  
 CLM-6839  ,Sophia Le Teve,Peso,10/9/2021,pending,39757,6/18/2021,"Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.

Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.",health,Ive Ridgway,Euro,4/22/2020,collision,Rupiah,credit card, VEH-5379  , CUS-8862  , LOC-5141  
 CLM-0050  ,Berty Bees,Rial,3/12/2020,denied,62690,9/2/2019,"Fusce consequat. Nulla nisl. Nunc nisl.

Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",health,Camilla Sidry,Yuan Renminbi,4/8/2020,collision,Dollar,credit card, VEH-6588  , CUS-1082  , LOC-5598  
 CLM-9844  ,Orson Andrejs,Baht,3/17/2021,approved,99742,11/6/2021,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",auto,Donnajean Jencey,Dollar,7/7/2020,comprehensive,Rupee,credit card, VEH-0266  , CUS-1146  , LOC-6181  
 CLM-3560  ,Ulises Cromack,Ruble,5/13/2021,denied,92853,7/13/2019,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.

Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.",health,Queenie Belasco,Yuan Renminbi,8/5/2021,liability,Yuan Renminbi,check, VEH-4673  , CUS-3872  , LOC-6529  
 CLM-1887  ,Louise Lowing,Real,12/14/2021,pending,31366,11/6/2020,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",home,Trev Baudrey,Koruna,7/22/2021,liability,Euro,check, VEH-9665  , CUS-6431  , LOC-2328  
 CLM-9755  ,Drona Conyers,Ruble,7/19/2020,pending,23545,9/7/2019,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.

Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.

Sed ante. Vivamus tortor. Duis mattis egestas metus.",health,Trev Gettins,Peso,5/21/2021,liability,Zloty,direct deposit, VEH-9634  , CUS-1943  , LOC-6635  
 CLM-7259  ,Maude Pickersgill,Euro,7/14/2020,pending,74699,8/3/2020,Phasellus in felis. Donec semper sapien a libero. Nam dui.,auto,Caryn Groundwator,Rupiah,8/10/2021,liability,Euro,direct deposit, VEH-0478  , CUS-6229  , LOC-3581  
 CLM-4608  ,Guenevere Rawll,Yuan Renminbi,3/24/2021,approved,94682,6/8/2019,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.

Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.",auto,Neron Wyles,Euro,8/27/2020,collision,Yuan Renminbi,check, VEH-1791  , CUS-8664  , LOC-3633  
 CLM-4853  ,Nicolle Fairhead,Yuan Renminbi,3/16/2021,pending,28363,11/24/2021,"Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.

Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.

Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",health,Hi Blake,Yen,10/10/2020,collision,Zloty,check, VEH-4942  , CUS-6838  , LOC-9117  
